问题,答案,参考,us3路径
豫园股份发行股份购买资产的评估增值率是多少，主要的标的资产增值由什么因素导致？,豫园股份发行股份购买资产的标的资产评估增值率合计为122.60%。主要增值来自存货等科目的增值，例如上海星泓增值169.09%、博城置业增值262.17%，光霞地产增值54.37%，增值主要由于账面价值为投入成本，而评估值按市场价值并计入合理开发利润，反映了房地产市场价格上涨和投入的开发利润。,"本次交易的标的资产为上海星泓、闵祥地产等24家公司的全部或部分股权、新元房产100%股权。...标的资产评估作价合计为2,517,398.47万元...评估作价增值率...合计122.60%。...存货评估增值的原因是存货账面价值只包括项目成本，而评估价值是市场价值，对已投入成本应体现的合理的开发利润进行体现，故形成评估增值。",md/2025-03-25/windanno_1b5a3462-f377-5cc9-b149-b9941d57b3b9.md
本次交易完成后豫园股份的资产负债率将发生怎样变化，是否高于同行业上市公司平均水平？,本次交易完成前豫园股份资产负债率为51.94%，完成后提升至64.29%（2017年6月30日数据）。这一水平低于批发与零售等同行业上市公司平均资产负债率68.62%和中位数72.68%。,本次交易对上市公司最近一年一期资产负债主要指标的影响如下表所示...本次交易前 （合并）2017年6月30日 51.94%；本次交易后 （备考合并）2017年6月30日 64.29%；...豫园股份同行业上市公司截至2017年6月30日资产负债率、短期负债占总负债比例指标如下表所示...平均值 68.62...上市公司（本次交易前）51.94；上市公司（本次交易后备考合并）65.65。,md/2025-03-25/windanno_1b5a3462-f377-5cc9-b149-b9941d57b3b9.md
豫园股份对本次发行股份购买资产交易的盈利补偿协议核心条款是什么，有何业绩承诺补偿安排？,豫园股份与浙江复星、复地投资管理等16名对象达成盈利预测补偿协议。核心条款是，所置入主要采用假设开发法、收益法及市场价值倒扣法评估资产，2018-2020年三年扣非净利润总额不低于70亿元。若实际利润未达标，应以所获上市公司股份进行补偿，由公司以1元总价回购注销相应股份。,"豫园股份已与浙江复星、复地投资管理等16名对象签署《盈利预测补偿协议》...承诺，标的资产中主要采用动态假设开发法、收益法及市场价值倒扣法评估的资产对应的在2018年至2020年经审计扣非净利润额合计数总额（指“三年累计值”）不低于700,000万元...浙江复星、复地投资管理等16名对象应以其在本次资产收购交易中取得的上市公司股份补偿，...按人民币1元的总价回购并注销应补偿股份。",md/2025-03-25/windanno_1b5a3462-f377-5cc9-b149-b9941d57b3b9.md
2024年第三季度春风动力的全地形车（ATV/UTV等）业务表现如何？,春风动力2024Q3全地形车量额明显增长，其中销量同比增长36%，收入同比增长29%。主要受益于欧洲需求回暖和自身库存水平健康，新品竞争力提升拉动出货规模增加，北美库存水平也降至合理健康区间，但单价和利润率因地区结构变化有所下滑。,受益于欧洲需求回暖，市占率第一的春风新品销售亮眼，同时北美的库存水平降至合理健康区间，Q3延续补库节奏，根据海关总署数据，2024Q3浙江省出口至北美的全地形车（含卡丁车）数量同比增长14%...地区结构的变化导致单价和利润率有一定下滑。表：海外厂商 春风 收入YOY 29%，销量YOY 36%，单价YOY -6%。,pdf/2024-12-12/email_88590baf-30a8-51f6-ba1c-25ebcf2b10c0.md
2024年人福医药的新医保目录纳入产品分别是哪三个？这对公司业绩有何影响？,2024年11月宜昌人福注射用磷丙泊酚二钠、盐酸氢吗啡酮缓释片、氯巴占片三个产品首次纳入医保目录，此次三款产品纳入医保将持续增加药品的市场可及性和销售潜力，公司盈利增长点进一步多样化。,2024年11月宜昌人福注射用磷丙泊酚二钠、盐酸氢吗啡酮缓释片、氯巴占片三个产品首次纳入医保目录，此次三款产品纳入医保将持续增加药品的市场可及性和销售潜力，公司盈利增长点进一步多样化。,pdf/2024-12-12/email_57d9ff1e-4995-5d8b-8766-f942a0e2041d.md
2025年恒瑞医药的每股收益（EPS）和市盈率（PE）预测值是多少？,2025年恒瑞医药的EPS预测值为1.13元，市盈率（PE）预测值为45。,恒瑞医药 证券代码600276.SH 股价50.69元，EPS（元）：23A为0.68，24E为0.94，25E为1.13，PE(X)：23A为75，24E为54，25E为45。,pdf/2024-12-12/email_77eefaeb-8f58-50eb-933c-3aced9473020.md
2024年11月联影医疗有多少股权激励一般股份解禁，解禁前后流通A股数量分别是多少？,"2024年11月联影医疗有107.14万股股权激励一般股份解禁，解禁前后流通A股数量分别为59,222.76万股和59,329.90万股。","688271.SH 联影医疗 2024-11-27 2024-11-25 107.14 130.70 14,002.68 股权激励一般股份 82,415.80 59,222.76 71.86 82,415.80 59,329.90 71.99",pdf/2024-12-12/email_77eefaeb-8f58-50eb-933c-3aced9473020.md
2024年11月华东医药获批了哪些产品的新适应症或批准上市？,2024年11月华东医药的索米妥昔单抗注射液（ELAHERE）用于叶酸受体a阳性的铂类耐药卵巢癌适应症的上市许可申请获批，注射用利纳西普（炎朵/ARCALYST）用于冷吡啉相关周期性综合征的上市许可申请获批；公司子公司新上市药品乌司奴单抗注射液纳入《2024年国家医保目录》协议期内谈判药品部分，他克莫司颗粒被纳入竞价药品部分。,华东医药 ①中美华东申报的索米妥昔单抗注射液（ELAHERE）用于既往接受过1-3线系统性治疗的叶酸受体a阳性的铂类耐药卵巢癌（PROC）适应症的上市许可申请获得批准。②由中美华东注册代理申报的注射用利纳西普（炎朵/ARCALYST）的上市许可申请获得批准，用于治疗成人和12岁及以上青少年冷吡啉相关周期性综合征（CAPS）...公司全资子公司杭州中美华东制药有限公司2024年新上市药品乌司奴单抗注射液属于《2024年国家医保目录》协议期内谈判药品部分，他克莫司颗粒被纳入《2024年国家医保目录》竞价药品部分。,pdf/2024-12-12/email_77eefaeb-8f58-50eb-933c-3aced9473020.md
2018年传音控股的综合毛利率是多少？与同行业公司相比如何？,2018年传音控股的综合毛利率为24.45%。与同行业可比上市公司平均水平27.96%相比，处于中等水平，略低于同行业可比公司均值。,"报告期内，公司与同行业可比上市公司毛利率对比情况如下：
单位：%
公司名称 2018年度 2017年度 2016年度
天珑移动 21.60 20.07 25.41
小米集团 6.19 8.81 3.45
苹果公司 38.34 38.47 39.08
三星电子 45.69 46.03 40.42
平均 27.96 28.35 27.09
本公司 24.45 20.97 20.59",md/2025-03-28/windanno_89217870-be48-50e3-8652-becef73a3000.md
截至2018年底，传音控股归属于母公司所有者的净利润是多少？,"截至2018年12月31日，传音控股归属于母公司所有者的净利润为65,737.80万元。","归属于母公司所有者的净利润（净亏损以“-”号填列） 65,737.80（2018年度）",md/2025-03-28/windanno_89217870-be48-50e3-8652-becef73a3000.md
传音控股的主要市场区域在哪里，2018年该地区收入占比是多少？,"传音控股的主要市场区域为非洲。2018年来自非洲市场的收入为1,713,985.13万元，占主营业务收入的77.30%。","报告期内，公司主营业务收入主要来自于非洲市场，报告期各期来自非洲市场的收入分别为960,628.63万元、1,505,778.46万元、1,713,985.13万元，年复合增长率高达33.58%，……但报告期内非洲市场主营业务收入占比分别为88.62%、76.86%、77.30%。",md/2025-03-28/windanno_89217870-be48-50e3-8652-becef73a3000.md
2024年11月陕西煤业煤炭产量同比增幅是多少，产量为多少万吨？,2024年11月陕西煤业煤炭产量同比增长11.3%，产量为1406.23万吨。,公司当月实现煤炭产量1406.23万吨，同比增长11.3%，11月煤炭产量超预期。,pdf/2024-12-12/email_8ea77ddd-8604-5229-9dd3-765a7321c6b2.md
陕西煤业2024年前三季度归属于母公司所有者的净利润是多少？,"陕西煤业2024年前三季度归属于母公司所有者的净利润为15,943百万元。","归母净利润(百万元）2024Q1-3 15,943",pdf/2024-12-12/email_8ea77ddd-8604-5229-9dd3-765a7321c6b2.md
陕西煤业拟收购哪家公司的全部股权，计划转型为何种业务模式？,陕西煤业拟收购控股股东陕西煤业化工集团有限责任公司持有的陕煤电力集团全部股权，计划转型为‘煤电一体化’业务模式。,公司于2024年9月5日与控股股东陕西煤业化工集团有限责任公司签订《资产转让意向协议》，拟收 购陕煤集团公司持有的陕煤电力集团全部股权。...预期转型“煤电一体化”背景下，公司业 绩端稳定性有望进一步加强。,pdf/2024-12-12/email_8ea77ddd-8604-5229-9dd3-765a7321c6b2.md
2024年12月华创证券预计政府债净融资规模是多少？,预计12月政府债净融资下行至1.2万亿。,预计12月政府债净融资有所回落。从政府债券的剩余额度来看，...预计12月政府债净融资下行至1.2万亿。,pdf/2024-12-11/email_bf5a5646-f000-5520-b731-67db16f2797d.md
小商品城2024年1-3季度的进出口总额增长多少？,2024Q1-3义乌进出口总额增长17%。,看好小商品城远期成长空间：小商品城是义乌小商品贸易集群的核心枢纽，2024Q1-3义乌进出口总额增长17%，小商品城维持较高景气度。,pdf/2024-12-12/email_1f68a549-88d7-5239-848c-0a8d7d2ac154.md
小商品城未来有哪些重点变化推动业绩增长？,未来小商品城的重点变化包括：①全球数贸中心开业，可租面积增长；②租金市场化改革，市场实现涨租；③chinagoods平台和yiwupay跨境支付等新业务的高增；④智捷元港跨境物流、市场数据要素的相关成长和变现潜力等。,未来小商品城的重点变化包括：①全球数贸中心开业，可租面积增长；②租金市场化改革，市场实现涨租；③chinagoods平台和yiwupay跨境支付等新业务的高增；④智捷元港跨境物流、市场数据要素的相关成长和变现潜力等。,pdf/2024-12-12/email_1f68a549-88d7-5239-848c-0a8d7d2ac154.md
截至2023年11月30日，小商品城的总市值和投资评级是多少？,小商品城的总市值为780亿元，投资评级为买入。,600415.SH 小商品城 780 14.23 26.76 出口链 31.26 36.16 29 25 22 买入,pdf/2024-12-12/email_1f68a549-88d7-5239-848c-0a8d7d2ac154.md
2024年前11个月保利发展的权益拿地金额是多少，位列行业第几？,截至2024年第48周，保利发展的权益拿地金额为476亿元，位居行业第一。,年初至今，保利发展、绿城中国、中海地产、华润置地、建发房产的权益拿地金额位居行业前五，分别为476、472、407、349、306亿元。,pdf/2024-12-12/email_892a10d1-f6af-56da-bc6f-c16b82a4b0b6.md
2024年中国建筑的分红率和2024年预期股息率分别是多少？,中国建筑2023年分红率为21%，2024年预期股息率为4.2%。,"图表34：重点建筑央国企分红及估值对比
公司名称：中国建筑，2023年分红率：21%，2024预期股息率：4.2%。",pdf/2024-12-12/email_b9b00aa9-7632-5a92-88c6-405f6329b664.md
2024年1-10月中国交建的基建类业务占总营收的比例是多少？,中国交建2023年基建类业务占比为90%。,"图表24：建筑央国企基建业务占比
中国交建，2023年基建业务占比：90%。",pdf/2024-12-12/email_b9b00aa9-7632-5a92-88c6-405f6329b664.md
2024年中国交建资产负债结构及应收账款的账龄分布情况如何？,中国交建24H1资产负债率为75%，一年以上应收账款占比为41%，2023年应收账款账龄结构中，一年以内占比59%，1-2年占比12%，2-3年占比11%，3年以上占比17%。,"图表23：七大基建类建筑央企重点财务数据
中国交建24H1资产负债率75%；图表25：建筑央企账龄结构（2023年报数据）中国交建一年期以上应收账款占比为41%（1-2年12%、2-3年11%、3年以上17%）",pdf/2024-12-12/email_b9b00aa9-7632-5a92-88c6-405f6329b664.md
比亚迪2024年11月的总销量是多少，同比增长及环比变化如何？,比亚迪2024年11月销量为50.68万辆，同比增长67.9%，环比增长0.8%。,事件：公司2024年11月销量50.68万辆，同比+67.9%，环比+0.8%。,pdf/2024-12-12/email_b0720ffe-7568-5ecf-9fca-146f5ec60ad6.md
比亚迪2024-2026年归母净利润预测分别是多少，对应PE分别为多少？,比亚迪2024-2026年归母净利润预测分别为385亿元、476亿元、578亿元，对应PE分别为21倍、17倍、14倍。,盈利预测与估值：预计公司2024-2026年归母净利润385/476/578亿元，对应PE分别为21/17/14倍，维持“买入”评级。,pdf/2024-12-12/email_b0720ffe-7568-5ecf-9fca-146f5ec60ad6.md
比亚迪2023年毛利率和净利率分别是多少？,比亚迪2023年毛利率为20.2%，净利率为5.0%。,毛利率(%) 20.2，净利率(%) 5.0,pdf/2024-12-12/email_b0720ffe-7568-5ecf-9fca-146f5ec60ad6.md
2024年东方电缆的每股收益（EPS）与市盈率（PE）的预测分别是多少？,2024年东方电缆的每股收益（EPS）预测为1.89元，市盈率（PE）为30.46倍。,东方电缆   57.63     1.89   2.82   3.21   30.46   20.43   17.96    5.44    推荐,pdf/2024-12-12/email_edadfd81-4778-518a-8b05-d713e97d55a6.md
2024年1-11月金风科技在海上风电项目中的中标规模是多少，占比多少？,2024年1-11月，金风科技中标海风项目3.4GW，占比33.6%，位列首位。,1-11月金风中标海风项目3.4GW，占比达33.6%，位列首位。,pdf/2024-12-12/email_edadfd81-4778-518a-8b05-d713e97d55a6.md
根据申万宏源研究报告，当前消费制造业库存增速为什么低于加工冶炼业和装备制造业？,2024年上半年，消费需求回升动力不及投资，社零增长中枢不断下移、与固定资产实际投资的增速差一度扩大至5.2个百分点。由于消费需求偏弱，消费制造业库存增速不及加工冶炼、装备制造业。同时，2024年4月消费制造业库存增速出现回落、6月降至年内最低点（2.4%），其中食品、文教工体娱、农副食品等行业实际库存同比较去年最低点分别回落12.3、7.3、5.5个百分点。,2023年9月-2024年6月期间，消费需求增长动能不及投资，社零增长中枢不断下移、与固定资产实际投资的增速差一度扩大至5.2个百分点。由于消费需求偏弱，消费制造业库存增速不及加工冶炼、装备制造业。并且2024年4月，消费制造业库存增速出现回落、6月降至年内最低点（2.4%），其中食品、文教工体娱、农副食品等行业6月实际库存同比较去年最低点分别回落12.3、7.3、5.5个百分点。,pdf/2024-12-12/email_d6b30f62-b655-567c-8a1f-751f201cd830.md
杰瑞股份在中石油电驱压裂设备市场的竞争地位如何？,杰瑞股份在电驱压裂设备市场竞争力更加突出，公司在柴驱压裂设备份额约35%，电驱压裂设备份额达到80%-90%。,从竞争格局看，杰瑞股份在电驱压裂设备竞争力更加突出，公司在柴驱压裂设备份额约35%，电驱压裂设备份额达到80%-90%。,pdf/2024-12-03/email_89dc78c0-c385-5851-8703-fe420410cb82.md
三一重工2024H1国内起重机和混凝土板块收入占比是多少？,中联重科2024H1国内起重机、混凝土板块收入占比达50.9%（同期三一为36%）。,中联重科2024H1国内起重机、混凝土板块收 入占比达50.9%（同期三一为36%）。,pdf/2024-12-03/email_89dc78c0-c385-5851-8703-fe420410cb82.md
爱玛科技当前在智能化和渠道方面的主要布局进展如何？,截至2023年末，爱玛科技终端门店数量突破3万家，当前重点采取渠道下沉策略，加强城市社区和乡镇的网点建设。在智能化方面搭载Aima OS+华为鸿蒙系统，车辆与手机、云端以及后台的数据交互，为用户提供不同场景下定制化智能功能。,截至2023年末，公司终端门店数量突破3万家，当前重点采取渠道下沉策略，加强城市社区和乡镇的网点建设。...智能中控：车辆与手机、云端以及后台的数据交互，为用户提供不同场景下的定制化智能功能。操作系统：Aim OS+华为鸿蒙系统。,pdf/2024-12-12/email_629d14cf-5a34-52a8-bbdd-a91eb9756977.md
2020年芯原股份非经常性损益增长的主要原因是什么？,芯原股份2020年非经常性损益较大主要因为收到的政府补助金额同比增加，并且上市之后理财产品产生的投资收益比较多。,公司本期非经常性损益较大主要是因为公司2020年收到的政府补助金额同比增加，并且上市之后理财产品产生的投资收益比较多。,md/2025-03-25/windanno_8258d1ea-86a3-5e0e-8b5e-7bb2b12e0ba8.md
截至2019年，芯原股份在大陆地区的营收占比是多少？,2019年度芯原股份在大陆地区的营收占比达45.36%。,2019年度在大陆地区的营收占比达45.36%。随着公司业务的不断发展，公司也在相关行业积极探索和研发并导入客户，预计未来会获得更多的国内收入。,md/2025-03-25/windanno_8258d1ea-86a3-5e0e-8b5e-7bb2b12e0ba8.md
芯原股份2020年亏损收窄的主要原因是什么？,随着公司业务模式的规模效应逐步显现，2020年度营业收入稳定增长，尤其是半导体IP授权业务及量产业务。同时，高毛利率的半导体IP授权业务收入占比增加，带动公司综合毛利率显著提升。虽然研发费用同比增长，但公司预计2020年度亏损将进一步收窄。,随着公司业务模式的规模效应逐步显现，公司在2020年度的营业收入稳定增长，尤其是半导体IP授权业务及量产业务。同时，高毛利率的半导体IP授权业务收入占比增加，带动公司2020年度综合毛利率显著提升。虽然公司继续坚持研发并投入战略性项目，研发费用同比增长，但公司预计2020年度亏损将进一步收窄。,md/2025-03-25/windanno_8258d1ea-86a3-5e0e-8b5e-7bb2b12e0ba8.md
先导智能本次发行股份及支付现金购买泰坦新动力100%股权的交易价格是多少，支付方式各是多少金额，各占比多少？,"先导智能本次发行股份及支付现金购买泰坦新动力100%股权的交易对价为135,000万元。其中，现金支付对价为60,750万元，占45%；以发行股份方式支付对价为74,250万元，占55%。","经交易各方友好协商，确定泰坦新动力100%股权交易对价为135,000万元。其中，以现金方式支付交易对价60,750万元；以发行股份的方式支付交易对价74,250万元，发行股份购买资产的价格为33.98元/股，分别不低于第二届董事会第21次会议决议公告日前20个交易日、60个交易日和120个交易日公司股票交易均价的90%，共计发行21,851,087股。本次交易完成后，泰坦新动力将成为上市公司的全资子公司。",md/2025-03-31/windanno_3cf565c5-07eb-57a5-af4c-a5e2d0db5f02.md
先导智能本次收购泰坦新动力后对公司总资产和净利润的影响如何？,"本次交易完成后，截至2016年10月31日，先导智能资产总额由216,511.71万元增加至394,765.26万元（增幅82.33%）；归属于母公司股东的净利润由17,963.50万元增加到21,940.90万元（增幅22.14%）。","根据天职国际会计师事务所（特殊普通合伙）出具的天职业字〔2017〕1721号《备考审阅报告》，本次交易前后上市公司最近一年一期主要财务数据比较如下...总资产：2016年1-10月/2016年10月31日，交易前216,511.71，交易后394,765.26，变动率82.33%；归属于母公司股东的净利润为，2016年1-10月/2016年10月31日，交易前17,963.50，交易后21,940.90，变动率22.14%。",md/2025-03-31/windanno_3cf565c5-07eb-57a5-af4c-a5e2d0db5f02.md
顺丰控股在借壳上市交易中2016-2018年的业绩承诺是多少？,"顺丰控股在2016年度、2017年度和2018年度实现的扣除非经常性损益后归属于母公司所有者的净利润分别不低于218,500万元、281,500万元和348,800万元。","根据《盈利预测补偿协议》，业绩承诺人承诺本次重大资产重组实施完毕后，顺丰控股在2016年度、2017年度和2018年度实现的扣除非经常性损益后归属于母公司所有者的净利润分别不低于218,500万元、281,500万元和348,800万元。",md/2025-03-26/windanno_022725de-6d2c-5e29-9185-b5f5f6bd08b8.md
海信家电2023年营业收入和归属于母公司净利润分别是多少？,"2023年海信家电营业收入为85,600百万元，归属于母公司净利润为2,837百万元。","财务摘要（百万元）：2023A 营业收入 85,600 归属母公司净利润 2,837",pdf/2024-12-12/email_d03549fc-3e57-5d99-ac8a-565790c2b6d2.md
2021年海信家电完成收购日本三电后，日本三电全球车载空调压缩机市场地位如何？,2019年日本三电车载空调压缩机全球销量市占率第二，其开发的新一代电动压缩机、热管理系统和汽车空调产品在新能源汽车领域均有大量应用。,日本三电是全球领先的汽车空调压缩机和车用空调系统一级供应商，2019年公司车载空调压缩机全球销量市占率第二。,pdf/2024-12-12/email_d03549fc-3e57-5d99-ac8a-565790c2b6d2.md
海信家电2024-2026年每股收益（EPS）预测分别是多少元？,海信家电2024至2026年每股收益（EPS）分别为2.41元、2.74元、3.06元。,预计公司2024-2026年营收增速分别为12.9%、11.3%、10.8%，归母净利润增速分别为17.7%、13.8%、11.6%，公司2024至2026年EPS分别为2.41/2.74/3.06元。,pdf/2024-12-12/email_d03549fc-3e57-5d99-ac8a-565790c2b6d2.md
2024年11月华创证券重点关注的可转债组合有哪些个券？,自上次11月11日调仓至11月29日，11月转债组合涨幅为0.44%，跑输基准指数0.04pct。11月建议关注组合中章鼓（4.04%）、海亮（3.39%）涨幅靠前，佩蒂（-1.85%）及密卫（-1.85%）小幅下跌。,自上次11月11日调仓至11月29日，11月转债组合涨幅为0.44%，跑输基准指数0.04pct。11月建议关注组合中章鼓（4.04%）、海亮（3.39%）涨幅靠前，佩蒂（-1.85%）及密卫（-1.85%）小幅下跌。,pdf/2024-12-11/email_b6c91f08-72d4-5004-8816-65a7b25c41e7.md
中航光电科技股份有限公司目前的注册资本和股本总数分别是多少？,"中航光电科技股份有限公司注册资本为人民币60,251.5万元，股本总数为60,251.5万股。","第六条 公司注册资本为人民币60,251.5万元。第十九条 公司目前股本总数为60,251.5万股。",md/2025-03-28/windanno_ad9b86fb-639c-5c58-8078-dbcb5b104f32.md
中航光电科技股份有限公司董事会的组成及独立董事的数量如何？,董事会由九名董事组成，其中三名为独立董事。,第一百零八条 董事会由九名董事组成，其中三名为独立董事，设董事长1人，董事长发生变动及公司选聘境外独立董事时，应向国防科技工业主管部门备案。,md/2025-03-28/windanno_ad9b86fb-639c-5c58-8078-dbcb5b104f32.md
中航光电科技股份有限公司利润分配的现金分红原则及三年累计比例要求是什么？,当满足分红条件时，任何三个连续年度内，公司以现金方式累计分配的利润不少于最近三年实现的年均可分配利润的百分之三十。,第一百五十七条 ...在满足现金分配条件时，任何三个连续年度内，公司以现金方式累计分配的利润不少于最近三年实现的年均可分配利润的百分之三十，具体分配比例由董事会根据公司经营状况和中国证监会的有关规定拟定，提交股东大会审议决定。,md/2025-03-28/windanno_ad9b86fb-639c-5c58-8078-dbcb5b104f32.md
2014年2月至2024年11月，东吴证券研究所“日与夜的殊途同归”新动量因子在全体A股（剔除北交所股票）上的年化收益率是多少？,2014年2月至2024年11月，东吴证券研究所“日与夜的殊途同归”新动量因子在全体A股（剔除北交所股票）上的年化收益率为18.83%。,2014年2月至2024年11月，“日与夜的殊途同归”新动量因子在全体A股（剔除北交所股票）中，10分组多空对冲的年化收益率为18.83%。,pdf/2024-12-12/email_9533336f-2465-51e6-9d98-68cd90e0d9d8.md
2024年11月，东吴证券研究所“殊途同归”新动量因子10分组多头组合和空头组合的收益率分别是多少？,2024年11月，东吴证券研究所“殊途同归”10分组多头组合的收益率为7.10%，空头组合的收益率为-1.88%。,在全体A股（剔除北交所股票）中，11月份‘殊途同归’10分组多头组合的收益率为7.10%，10分组空头组合的收益率为-1.88%。,pdf/2024-12-12/email_9533336f-2465-51e6-9d98-68cd90e0d9d8.md
东吴证券股份有限公司关于‘日与夜的殊途同归’新动量因子的最大回撤率为多少？,‘日与夜的殊途同归’新动量因子的最大回撤率为9.07%。,2014年2月至2024年11月，“日与夜的殊途同归”新动量因子在全体A股（剔除北交所股票）中，10分组多空对冲的年化收益率为18.83%，年化波动率为8.76%，信息比率为2.15，月度胜率为78.46%，月度最大回撤率为9.07%。,pdf/2024-12-12/email_9533336f-2465-51e6-9d98-68cd90e0d9d8.md
启明星辰有望从哪些政策举措中受益？,启明星辰有望从政策对数据安全服务业支持、包括加强数据安全服务机构基础理论研究、核心技术攻关和产品创新应用等举措中受益。,支持企业在数据流通安全前提下，充分释放数据要素价值。...繁荣数据安全服务业态，数据安全核心厂商有望受益。《方案》提出要支持数据安全服务机构加强基础理论研究、核心技术攻关和产品创新应用，向规模化、专业化、一体化方向发展。...建议关注：...3）数据安全：启明星辰、深信服、永信至诚、安恒信息、奇安信、绿盟科技、安博通等。,pdf/2024-12-12/email_d5f9c4c4-1cff-5f3b-bfb3-74264c50753b.md
2024年上半年北方稀土公司的稀土冶炼分离产品、稀土金属产品及稀土功能材料产品产量同比增长情况如何？,2024年上半年，北方稀土公司的稀土冶炼分离产品、稀土金属产品、稀土功能材料产品产量分别同比增长18%、43%、26%。,2024年上半年，公司稀土冶炼分离产品、稀土金属产品、稀土功能材料产品产量分别同比+18%/+43%/+26%。,pdf/2024-12-12/email_86c2607d-c75a-50cf-bd1b-665080713f75.md
金力永磁公司2024年上半年高性能磁材产品的产销量同比增长情况如何？,2024年上半年金力永磁公司高性能磁材产品产销量同比增长均超40%。,2024年上半年公司高性能磁材产品产销量同比增长均超40%。,pdf/2024-12-12/email_86c2607d-c75a-50cf-bd1b-665080713f75.md
华创证券预计2024年11月中国的新增社会融资规模和社融存量增速分别是多少？,华创证券预计2024年11月新增社融为3万亿，社融存量增速小幅回升至7.9%左右。,11月新增社融预计3万亿，社融存量增速小幅回升至7.9%左右。,pdf/2024-12-11/email_648487bc-b706-5b61-8449-58d5cc98899d.md
华创证券对于2024年11月中国房地产销售面积增速有何预测？,华创证券预计2024年11月地产销售面积增速为-7.0%。,预计11月地产销售面积增速为-7.0%。,pdf/2024-12-11/email_648487bc-b706-5b61-8449-58d5cc98899d.md
国金证券基于高频因子等权合成构建的“高频金”组合中证1000指数增强策略近期的年化超额收益率和超额最大回撤分别是多少？,高频“金”组合中证1000指数增强策略的年化超额收益率为10.22%，超额最大回撤为6.04%。,我们将三类高频因子首先等权合成后构建出了高频“金”组合中证1000指数增强策略，该策略年化超额收益率10.22%，超额最大回撤为6.04%。上周录得0.41%的超额收益，本月以来超额收益为-0.16%，今年以来超额收益为4.37%。,pdf/2024-12-12/email_5d1c962c-3eb7-5f66-bc05-e7cb2198a1de.md
国金证券ETF轮动策略自2015年以来的年化超额收益率和信息比率分别为多少？,ETF轮动策略的年化超额收益率为12.02%，信息比率为0.68。,策略年化超额收益率为12.02%，信息比率0.69，超额最大回撤为17.31%。,pdf/2024-12-12/email_5d1c962c-3eb7-5f66-bc05-e7cb2198a1de.md
国金证券高频&基本面共振组合中证1000指数增强策略2024年上周、今年以来的超额收益率分别是多少？,高频&基本面共振组合中证1000指数增强策略上周录得0.46%的超额收益，今年以来超额收益率为5.49%。,上周录得0.46%的超额收益，本月以来超额收益为-1.90%，今年以来超额收益率为5.49%。,pdf/2024-12-12/email_5d1c962c-3eb7-5f66-bc05-e7cb2198a1de.md
伯特利（603596.SH）2024-2026年归母净利润的预测分别是多少？,预计公司2024-2026年归母净利润分别为11.6/15.3/19.2亿元，同比+31%/+31%/+26%。,我们预计公司24-26年归母净利润分别为11.6/15.3/19.2亿元，同比+31%/+31%/+26%。,pdf/2024-12-12/email_971bd1fe-6830-5258-9b23-daee9da89853.md
伯特利（603596.SH）在制动系统领域的主要客户有哪些？其第二大股东是谁，持股比例多少？,伯特利主要客户为奇瑞、通用、福特等，其中奇瑞旗下子公司芜湖奇瑞科技为公司第二大股东，持股占比15%。,公司主要客户为奇瑞、通用、福特等，其中奇瑞旗下子公司芜湖奇瑞科技为公司第二大股东，持股占比15%。,pdf/2024-12-12/email_971bd1fe-6830-5258-9b23-daee9da89853.md
比亚迪（002594.SZ）2024年11月销量是多少，同比增长多少？,比亚迪2024年11月销量为50.68万辆，同比增长67.9%。,公司2024年11月销量50.68万辆，同比+67.9%，环比+0.8%。,pdf/2024-12-12/email_971bd1fe-6830-5258-9b23-daee9da89853.md
招商蛇口和保利发展在2024年土地市场的表现和行业前景如何？,在2024年1-10月，建议关注龙头招商蛇口、保利发展等。地产政策持续优化，楼市区域分化加深。,地产政策持续优化，楼市区域分化加深，建议关注龙头招商蛇口、保利发展等。,pdf/2024-12-12/email_28912d71-ce5f-5d1a-9b6c-26f58e9d842f.md
2025年煤炭长协政策落地后，中国神华和陕西煤业的投资建议如何？,2025年煤炭长协政策落地，预计煤价仍将延续下有底的状态，短期海外扰动、迎峰度冬都可能推升煤价，我们认为在基本面以及海外扰动的潜在影响下，煤炭股迎来布局良机，推荐中国神华、陕西煤业。,2025年煤炭长协政策落地，预计煤价仍将延续下有底的状态，短期海外扰动、迎峰度冬都可能推升煤价，我们认为在基本面以及海外扰动的潜在影响下，煤炭股迎来布局良机，推荐中国神华、陕西煤业,pdf/2024-12-12/email_28912d71-ce5f-5d1a-9b6c-26f58e9d842f.md
杭州银行2024年前三季度归母净利润同比增速是多少？资产质量表现如何？,2024年前三季度，杭州银行归母净利润同比增速高达18.63%，资产质量保持平稳，不良率自23Q1起连续7个季度保持稳定。,2024年前三季度，杭州银行实现营收、利润双增，归母净利润同比增速高达18.63%，同时扩表强劲，资产、负债端保持较快速度增长，体现出杭州银行的高成长性。此外，杭州银行不良率自23Q1起连续7个季度保持稳定，资产质量保持平稳。,pdf/2024-12-12/email_faf21ef9-5ca8-50dc-b6b1-6fec37f56589.md
